嗚呼;ꜛあꜜあ
揚繰網;あꜛぐ~りꜜあみ
あぐり網;あꜛぐ~りあみ
揚繰網;あꜛぐ~りあみ
悪霊;あꜛくりょう
悪霊;あꜛくꜜりょう
握力;あꜛくꜜりょく
アクリル;あꜛくりる
アクリル;ꜛあꜜくりる
明くる;あꜛくる
明くる朝;あꜛくるあꜜさ
翌朝;あꜛくるあꜜさ
明くる年;あꜛくるとしꜜ
翌年;あꜛくるとしꜜ
明くる年;あꜛくるꜜとし
翌年;あꜛくるꜜとし
明くる日;あꜛくるひꜜ
翌日;あꜛくるひꜜ
明くる日;あꜛくるひ
翌日;あꜛくるひ
悪例;あꜛくれい
アグレマン;あꜛぐれꜜまん
悪路;ꜛあꜜくろ
アクロバット;あꜛくろばꜜっと
アクロバットダンス;あꜛくろばっとだꜜんす
明け;あꜛけ
朱;あꜛけ
揚げ;あꜛげ~
上げ;あꜛげ~
揚げ足;あꜛげ~あし
揚げ足取り;あꜛげ~あし*ꜜとり
揚げ足取り;あꜛげ~あꜜし*とり
揚げ油;あꜛげ~あꜜぶら
上げ板;あꜛげ~いた
上げ縁;あꜛげ~えん
上げ縁;あꜛげ~ꜜえん
上げ下ろし;あꜛげ~おろし
上げかじ;あꜛげ~かじ
上げ舵;あꜛげ~かじ
上げかじ;あꜛげ~ꜜかじ
上げ舵;あꜛげ~ꜜかじ
揚げかす;あꜛげ~かす
揚げ滓;あꜛげ~かす
揚げかす;あꜛげ~かꜜす
揚げ滓;あꜛげ~かꜜす
明け方;あꜛけが~た
明け方ごろ;あꜛけが~たご~ꜜろ
明けがらす;あꜛけが~ꜜらす
明け烏;あꜛけが~ꜜらす
挙句;あꜛげ~く
明け暮れ;あꜛけꜜくれ
明け暮れ;あꜛけくれ
明け暮れる;あꜛけくれꜜる
上げ下げ;あꜛげ~ꜜさげ~
上げ潮;あꜛげ~しお
開け閉め;あꜛけꜜしめ
あけすけ;あꜛけす*け
上げぜん;あꜛげ~ぜん
上げ膳;あꜛげ~ぜん
上げ底;あꜛげ~ぞこ
明け初める;あꜛけそめꜜる
揚げ出し;あꜛげ~だし
揚げ出し豆腐;あꜛげ~だしどꜜうふ
開けたて;あꜛけꜜたて
開け閉て;あꜛけꜜたて
揚げ玉;あꜛげ~だま
開けっ放し;あꜛけっぱなし
開けっ広げ;あꜛけっぴろげ~
あげつらい;あꜛげ~つらい
あげつらう;あꜛげ~つらꜜう
明けて;あꜛけて
挙げて;あꜛげ~て
明けても暮れても;ꜛあけꜜてもくꜛれてꜜも
明けても暮れても;あꜛけてꜜもくれても
上げ戸;あꜛげ~ꜜど
揚げ戸;あꜛげ~ꜜど
上げ戸;あꜛげ~ど
揚げ戸;あꜛげ~ど
揚げなべ;あꜛげ~なべ
揚げ鍋;あꜛげ~なべ
明け荷;あꜛけに
明け残る;あꜛけのこꜜる
明けの明星;あꜛけのみょうじょう
揚羽蝶;あꜛげ~はꜜちょう
揚羽蝶;あꜛげ~はちょう
揚羽蝶;あꜛげ~はのちょꜜう
開け放し;あꜛけはなし
開け放す;あꜛけはなꜜす
開け放つ;あꜛけはなꜜつ
明け離れる;あꜛけはなれꜜる
上げ幅;あꜛげ~ꜜはば
開け払う;あꜛけはらꜜう
通草;あꜛけび
揚げひばり;あꜛげ~ひꜜばり
揚げ雲雀;あꜛげ~ひꜜばり
開け広げ;あꜛけひろげ~
上げぶた;あꜛげ~ぶた
上げ蓋;あꜛげ~ぶた
曙;あꜛけぼの
揚幕;あꜛげ~ꜜまく
揚幕;あꜛげ~まく
上げ窓;あꜛげ~まど
揚げ窓;あꜛげ~まど
明け六つ;あꜛけむつ
揚げもち;あꜛげ~もち
揚げ餅;あꜛげ~もち
揚げもち;あꜛげ~もちꜜ
揚げ餅;あꜛげ~もちꜜ
揚げもち;あꜛげ~もꜜち
揚げ餅;あꜛげ~もꜜち
揚げ物;あꜛげ~もの
揚げ屋;あꜛげ~や
明けやらぬ;あꜛけやらꜜぬ
明け行く;あꜛけゆꜜく
明ける;あꜛける
開ける;あꜛける
空ける;あꜛける
上げる;あꜛげ~る
揚げる;あꜛげ~る
挙げる;あꜛげ~る
明け渡し;あꜛけわたし
明け渡す;あꜛけわたꜜす
明け渡る;あꜛけわたꜜる
吾子;ꜛあꜜこ
顎;あꜛご~ꜜ
アコースティック;あꜛこうす*てぃꜜっく
あこうだい;あꜛこꜜうだい
アコーディオン;あꜛこꜜうでぃおん
アコーディオン;あꜛこうでぃꜜおん
憧れ;あꜛこが~れ
憬れ;あꜛこが~れ
あこがれる;あꜛこが~れる
阿漕;ꜛあꜜこぎ~
阿漕;あꜛこぎ~
顎鬚;あꜛご~ꜜひげ~
顎鬚;あꜛご~ひげ~
顎紐;あꜛご~ꜜひも
顎紐;あꜛご~ひも
あこや貝;あꜛこやꜜが~い
阿古屋貝;あꜛこやꜜが~い
朝;ꜛあꜜさ
麻;あꜛさꜜ
字;ꜛあꜜざ
痣;あꜛざꜜ
朝明け;あꜛさあけ
浅い;あꜛさい
朝市;あꜛさꜜいち
朝市;あꜛさいꜜち
麻糸;あꜛさいと
麻裏;あꜛさうら
麻裏草履;あꜛさうらぞꜜうり
麻お;あꜛさお
麻苧;あꜛさお
朝起き;あꜛさꜜおき
麻織り;あꜛさおり
朝帰り;あꜛさが~ꜜえり
朝顔;あꜛさꜜが~お
朝駆け;あꜛさが~け
朝がすみ;あꜛさが~ꜜすみ
朝霞;あꜛさが~ꜜすみ
朝風;あꜛさꜜかぜ
朝方;あꜛさꜜが~た
朝方;あꜛさが~た
麻がみしも;あꜛさが~ꜜみしも
麻裃;あꜛさが~ꜜみしも
朝がゆ;あꜛさが~ゆ
朝粥;あꜛさが~ゆ
朝がゆ;あꜛさꜜが~ゆ
朝粥;あꜛさꜜが~ゆ
浅葱;あꜛさぎ~
浅黄;あꜛさぎ~
あさぎ裏;あꜛさぎ~うら
浅葱裏;あꜛさぎ~うら
浅黄幕;あꜛさぎ~ꜜまく
浅黄幕;あꜛさぎ~まく
朝霧;あꜛさꜜぎ~り
浅草紙;あꜛさく*さꜜが~み
浅草のり;あꜛさく*さꜜのり
朝雲;あꜛさぐ~も
朝ぐも;あꜛさぐ~も
朝蜘蛛;あꜛさぐ~も
朝雲;あꜛさぐ~ꜜも
朝ぐも;あꜛさぐ~ꜜも
朝蜘蛛;あꜛさぐ~ꜜも
朝曇り;あꜛさぐ~ꜜもり
朝曇り;あꜛさぐ~もり
浅黒い;あꜛさぐ~ろꜜい
浅黒い;あꜛさぐ~ろい
朝餉;あꜛさげ~
嘲り;あꜛざけり
嘲り;あꜛざけりꜜ
嘲り;あꜛざけꜜり
嘲る;あꜛざけꜜる
朝ごはん;あꜛさごꜜはん
朝酒;あꜛさꜜざけ
朝酒;あꜛさざけ
浅茅;あꜛさじ
浅茅;あꜛさぢ
浅知恵;あꜛさじえ
浅知恵;あꜛさぢえ
浅漬け;あꜛさずけ
浅漬け;あꜛさづけ
朝摘み;あꜛさずみ
朝摘み;あꜛさづみ
浅瀬;あꜛさせ
朝立ち;あꜛさだち
浅つき;あꜛさꜜつ*き
浅葱;あꜛさꜜつ*き
浅つき;あꜛさつ*き
浅葱;あꜛさつ*き
明後日;あꜛさꜜって
朝っぱら;あꜛさっぱら
朝っぱら;あꜛさっぱらꜜ
朝露;あꜛさꜜつゆ
朝露;あꜛさつゆ
浅手;あꜛさで
あざとい;あꜛざとꜜい
字;あꜛざな
朝な朝な;あꜛさなあꜜさな
糾う;あꜛざなꜜう
朝なぎ;あꜛさなぎ~
朝凪;あꜛさなぎ~
朝な夕な;あꜛさなゆꜜうな
朝な夕な;ꜛあꜜさなゆうな
麻縄;あꜛさなわ
朝寝;あꜛさꜜね
朝寝坊;あꜛさねꜜぼう
朝のうち;あꜛさのうち
麻の葉;あꜛさのꜜは
麻の葉;あꜛさのは
麻の実;あꜛさのみ
あさはか;あꜛさꜜはか
朝飯;あꜛさはん
朝晩;ꜛあꜜさばん
朝日;ꜛあꜜさひ
朝ぶろ;あꜛさぶろ
朝風呂;あꜛさぶろ
朝ぼらけ;あꜛさぼらけ
朝ぼらけ;あꜛさぼꜜらけ
浅ましい;あꜛさましꜜい
朝まだき;あꜛさまꜜだき
朝未だき;あꜛさまꜜだき
薊;あꜛざみ
浅緑;あꜛさみꜜどり
欺く;あꜛざむꜜく
朝飯;あꜛさめし
朝飯前;あꜛさめしまꜜえ
朝もや;あꜛさもや
朝靄;あꜛさもや
朝もや;あꜛさもꜜや
朝靄;あꜛさもꜜや
鮮やか;あꜛざꜜやか
朝焼け;あꜛさやけ
朝湯;あꜛさꜜゆ
朝夕;ꜛあꜜさゆう
海豹;あꜛざꜜらし
浅蜊;あꜛさり
漁る;あꜛさる
漁る;あꜛさꜜる
アザレア;あꜛざれあ
あざ笑う;あꜛざわらꜜう
嘲笑う;あꜛざわらꜜう
葦;ꜛあꜜし
足;あꜛしꜜ
脚;あꜛしꜜ
鰺;ꜛあꜜじ
アジ;ꜛあꜜじ
味;あꜛじ
足跡;あꜛしあꜜと
足裏;あꜛしうら
足音;あꜛしおꜜと
足音;あꜛしおとꜜ
海驢;あꜛし*か
足利尊氏;あꜛし*かが~たかꜜうじ
足利尊氏;ꜛあし*かꜜが~たꜛかꜜうじ
足がかり;あꜛしが~ꜜかり
足掛り;あꜛしが~ꜜかり
足かけ;あꜛし*かけ
味加減;あꜛじかꜜげ~ん
足かせ;あꜛし*かせ
足枷;あꜛし*かせ
足かせ;あꜛし*かꜜせ
足枷;あꜛし*かꜜせ
足形;あꜛしが~た
足固め;あꜛしが~ꜜため
悪しからず;あꜛし*かꜜらず
足がらみ;あꜛしが~ꜜらみ
足搦み;あꜛしが~ꜜらみ
足軽;あꜛしが~る
悪しき;ꜛあꜜし*き
足癖;あꜛし*くせ
足首;あꜛし*ꜜくび
足首;あꜛし*くꜜび
足げ;あꜛしげ~ꜜ
足蹴;あꜛしげ~ꜜ
足げ;あꜛしげ~
足蹴;あꜛしげ~
あし毛;あꜛしげ~
葦毛;あꜛしげ~
足芸;あꜛしげ~い
味気ない;あꜛじけなꜜい
味気ない;あꜛじきなꜜい
足腰;あꜛし*ꜜこし
足腰;あꜛし*こꜜし
足ごしらえ;あꜛしご~ꜜしらえ
足拵え;あꜛしご~ꜜしらえ
紫陽花;あꜛじさい
足先;あꜛし*さき
足先;あꜛし*さきꜜ
悪し様に;あꜛしざまに
足しげく;あꜛし*しꜜげ~く
足繁く;あꜛし*しꜜげ~く
アシスタント;あꜛしꜜす*たんと
アシスト;あꜛしꜜす*と
足ずり;あꜛしずり
足摺り;あꜛしずり
足ずり;あꜛしずりꜜ
足摺り;あꜛしずりꜜ
足ずり;あꜛしずꜜり
足摺り;あꜛしずꜜり
朝;あꜛし*たꜜ
明日;あꜛし*たꜜ
明日;あꜛし*た
足駄;あꜛしだ
足代;あꜛしだい
足だまり;あꜛしだꜜまり
足溜まり;あꜛしだꜜまり
足だまり;あꜛしだまり
足溜まり;あꜛしだまり
足賃;あꜛし*ꜜちん
足賃;あꜛし*ちꜜん
足ついで;あꜛし*つꜜいで
足つき;あꜛしつ*き
足つき;あꜛしꜜつ*き
足継ぎ;あꜛし*つぎ~ꜜ
足継ぎ;あꜛし*つぎ~
味付け;あꜛじつ*け
味付けのり;あꜛじつ*けꜜのり
味付け海苔;あꜛじつ*けꜜのり
アジテーション;あꜛじてꜜえしょん
アジテーター;あꜛじてꜜえたあ
足手まとい;あꜛし*てまꜜとい
足手まとい;あꜛしでまꜜとい
アジト;ꜛあꜜじと
アジト;あꜛじと
足止め;あꜛしどめ
足止め;あꜛしどめꜜ
足どり;あꜛしどり
足どり;あꜛしどりꜜ
味な;あꜛじな
足長蜂;あꜛしなが~ꜜばち
足並み;あꜛしなみ
足並み;あꜛしなみꜜ
足慣らし;あꜛしなꜜらし
足場;あꜛしばꜜ
足早;あꜛしばや
あし原;あꜛし*はら
葦原;あꜛし*はら
馬酔木;あꜛしび
足拍子;あꜛしびょꜜうし
アジビラ;あꜛじびら
あし笛;あꜛしぶꜜえ
葦笛;あꜛしぶꜜえ
あし笛;あꜛしꜜぶえ
葦笛;あꜛしꜜぶえ
あし笛;あꜛしぶえ
葦笛;あꜛしぶえ
足ふき;あꜛしふ*きꜜ
足拭き;あꜛしふ*きꜜ
足ふき;あꜛしふ*き
足拭き;あꜛしふ*き
足踏み;あꜛしぶꜜみ
足踏み;あꜛしぶみꜜ
足踏み;あꜛしぶみ
葦辺;あꜛしべ
足任せ;あꜛしまꜜかせ
足まめ;あꜛしまめ
足回り;あꜛしまꜜわり
味見;あꜛじみ
味見;あꜛじみꜜ
足もと;あꜛしもꜜと
足もと;あꜛしもとꜜ
阿闍梨;ꜛあꜜじゃり
阿闍梨;あꜛじゃり
足湯;あꜛしꜜゆ
足湯;あꜛしゆ
阿修羅;ꜛあꜜしゅら
阿修羅;あꜛしゅら
足弱;あꜛしよわ
配い;あꜛしらい
配い;あꜛしらꜜい
あしらう;あꜛしらꜜう
アジる;あꜛじꜜる
網代;あꜛじろ
網代笠;あꜛじろが~ꜜさ
あじろ木;あꜛじろꜜぎ~
網代木;あꜛじろꜜぎ~
味わい;あꜛじわい
味わい;あꜛじわꜜい
味わう;あꜛじわꜜう
味わう;あꜛじわう
足技;あꜛしわざ
明日;あꜛすꜜ
明日;あꜛす
明日明後日;あꜛすあさꜜって
飛鳥時代;あꜛす*かじꜜだい
飛鳥朝;あꜛす*かちょう
預かり;あꜛずかりꜜ
預かり;あꜛずかり
預かり;あꜛずかꜜり
預かり金;あꜛずかりきん
預かり証;あꜛずかりしょう
預かり証;あꜛずかりꜜしょう
預かり物;あꜛずかりもの
預かり物;あꜛずかりものꜜ
預かる;あꜛずかꜜる
与る;あꜛずかꜜる
小豆;あꜛずきꜜ
あずきアイス;あꜛずきあꜜいす
あずき色;あꜛずきいろ
小豆がゆ;あꜛずきꜜが~ゆ
小豆粥;あꜛずきꜜが~ゆ
小豆がゆ;あꜛずきが~ゆ
小豆粥;あꜛずきが~ゆ
預け;あꜛずけꜜ
預け入れ;あꜛずけいれ
預け入れる;あꜛずけいれꜜる
預け主;あꜛずけꜜぬし
預け物;あꜛずけもの
預け物;あꜛずけものꜜ
預ける;あꜛずけꜜる
彼処;あꜛす*こ
梓;あꜛずさ
梓;ꜛあꜜずさ
梓;あꜛずꜜさ
あずさ弓;あꜛずさꜜゆみ
梓弓;あꜛずさꜜゆみ
アスター;ꜛあꜜす*たあ
アストラカン;あꜛす*とらꜜかん
アストリンゼント;あꜛす*とりꜜんぜんと
翌檜;あꜛすなろ
アスパラガス;あꜛす*ぱらꜜがす
アスピリン;あꜛす*ぴりん
アスファルト;あꜛす*ふぁꜜると
アスベスト;あꜛすべꜜす*と
東;ꜛあꜜずま
吾妻;ꜛあꜜずま
あずま歌;あꜛずまꜜうた
東歌;あꜛずまꜜうた
東夷;あꜛずまえꜜびす
あずま男;あꜛずまおꜜとこ
東男;あꜛずまおꜜとこ
吾妻鏡;あꜛずまかꜜが~み
あずま下り;あꜛずまくꜜだり
東下り;あꜛずまくꜜだり
吾妻下駄;あꜛずまꜜげ~た
吾妻下駄;あꜛずまꜜげた
東コート;あꜛずまこꜜうと
あずま路;あꜛずまꜜじ
東路;あꜛずまꜜじ
あずま路;あꜛずまじ
東路;あꜛずまじ
四阿;あꜛずまꜜや
東屋;あꜛずまꜜや
アスレチック;あꜛすれち*ꜜっく
汗;ꜛあꜜせ
畦;あꜛぜꜜ
アセアン;あꜛせꜜあん
アセアン;ꜛあꜜせあん
亜成層圏;あꜛせいそꜜうけん
あぜ織り;あꜛぜおり
畦織り;あꜛぜおり
汗かき;あꜛせꜜかき
汗臭い;あꜛせく*さꜜい
あぜ倉;あꜛぜくら
校倉;あꜛぜくら
汗殺し;あꜛせこꜜろし
汗じみ;あꜛせじみ
汗染み;あꜛせじみ
汗じみ;あꜛせじみꜜ
汗染み;あꜛせじみꜜ
汗じみる;あꜛせじみꜜる
汗じゅばん;あꜛせじゅꜜばん
汗襦袢;あꜛせじゅꜜばん
汗じばん;あꜛせじꜜばん
汗襦袢;あꜛせじꜜばん
アセスメント;あꜛせꜜすめんと
汗だく;あꜛせだく
按察使;あꜛぜち
アセチレン;あꜛせちれん
汗っかき;あꜛせꜜっかき
アセテート;あꜛせてꜜえと
汗止め;あꜛせどめ
汗取り;あꜛせとꜜり
汗取り;あꜛせꜜとり
汗取り;あꜛせとり
アセトン;あꜛせꜜとん
汗ばむ;あꜛせばꜜむ
馬酔木;あꜛせび
汗ふき;あꜛせꜜふ*き
汗拭き;あꜛせꜜふ*き
汗まみれ;あꜛせまꜜみれ
汗水;ꜛあꜜせみず
汗みずく;あꜛせみꜜずく
汗みずく;ꜛあꜜせみずく
あぜ道;あꜛぜꜜみち
畔道;あꜛぜꜜみち
汗みどろ;あꜛせみꜜどろ
汗みどろ;あꜛせみどろ
汗みどろ;ꜛあꜜせみどろ
汗疣;あꜛせもꜜ
汗疹;あꜛせもꜜ
焦り;あꜛせりꜜ
焦る;あꜛせꜜる
褪せる;あꜛせꜜる
唖然;あꜛぜん
彼処;あꜛそこ
遊ばす;あꜛそばす
あそばせことば;あꜛそばせこꜜとば
遊ばせる;あꜛそばせる
遊び;あꜛそび
遊び相手;あꜛそびあꜜいて
遊び癖;あꜛそびぐ~せ
遊び暮らす;あꜛそびくらꜜす
遊び事;あꜛそびご~と
遊び時間;あꜛそびじꜜかん
遊び仕事;あꜛそびしꜜご~と
遊び好き;あꜛそびずき
遊び道具;あꜛそびどꜜうぐ~
遊び友達;あꜛそびとꜜもだち
遊び人;あꜛそびにん
遊び場;あꜛそびば
遊び半分;あꜛそびはꜜんぶん
遊び半分;あꜛそびはんぶꜜん
遊びほうける;あꜛそびほうけꜜる
遊び惚ける;あꜛそびほうけꜜる
遊び女;あꜛそびめ
遊ぶ;あꜛそぶ
朝臣;ꜛあꜜそん
仇;あꜛだꜜ
徒;あꜛだꜜ
讐;あꜛだꜜ
婀娜;あꜛだ
アダージョ;あꜛだꜜあじょ
価;あꜛたい
値;あꜛたい
値する;あꜛたいする
亜大陸;あꜛたꜜいりく
あだ討ち;あꜛだうち
仇討ち;あꜛだうち
あだ討ち;あꜛだうちꜜ
仇討ち;あꜛだうちꜜ
あだ討ち;あꜛだꜜうち
仇討ち;あꜛだꜜうち
与え;あꜛたえ
与える;あꜛたえる
徒疎かに;あꜛだおろꜜそかに
恰も;ꜛあꜜたかも
あたし;あꜛたし
寇する;あꜛだꜜする
寇する;あꜛだすꜜる
暖か;あꜛたたꜜか
温か;あꜛたたꜜか
暖か;あꜛたꜜたか
温か;あꜛたꜜたか
暖かい;あꜛたたかꜜい
温かい;あꜛたたかꜜい
暖かさ;あꜛたたꜜかさ
温かさ;あꜛたたꜜかさ
暖かさ;あꜛたたかꜜさ
温かさ;あꜛたたかꜜさ
暖かみ;あꜛたたかみ
温かみ;あꜛたたかみ
温か味;あꜛたたかみ
暖かみ;あꜛたたかみꜜ
温かみ;あꜛたたかみꜜ
温か味;あꜛたたかみꜜ
暖まる;あꜛたたまꜜる
温まる;あꜛたたまꜜる
暖める;あꜛたためꜜる
温める;あꜛたためꜜる
アタッカー;あꜛたꜜっかあ
アタック;あꜛたꜜっく
アタッシェケース;あꜛたっしぇけꜜえす
婀娜っぽい;あꜛだっぽꜜい
あだ名;あꜛだな
綽名;あꜛだな
徒名;あꜛだな
あだ情け;あꜛだなꜜさけ
仇情け;あꜛだなꜜさけ
あだ波;あꜛだなみ
あだ花;あꜛだばな
徒花;あꜛだばな
あたふた;ꜛあꜜたふ*た
アダプター;あꜛだꜜぷ*たあ
頭;あꜛたまꜜ
頭;あꜛたꜜま
頭打ち;あꜛたまうち
頭数;あꜛたまかꜜず
頭数;あꜛたまかず
頭数;あꜛたまꜜかず
頭株;あꜛたまꜜかぶ
頭から;あꜛたまꜜから
頭っから;あꜛたまꜜっから
頭金;あꜛたまきん
頭越し;あꜛたまご~し
頭ごなし;あꜛたまご~ꜜなし
頭でっかち;あꜛたまでꜜっかち
頭割り;あꜛたまわり
アダム;ꜛあꜜだむ
仇めく;あꜛだめꜜく
婀娜めく;あꜛだめꜜく
あだ夢;あꜛだゆめ
徒夢;あꜛだゆめ
可惜;あꜛたら
新しい;あꜛたらしꜜい
新しがる;あꜛたらしが~ꜜる
新しさ;あꜛたらꜜし*さ
新しさ;あꜛたらし*ꜜさ
新しみ;あꜛたらしみ
新しみ;あꜛたらしみꜜ
当たらない;あꜛたらない
辺り;ꜛあꜜたり
当たり;あꜛたり
当たり狂言;あꜛたりきょꜜうげ~ん
当たりくじ;あꜛたりꜜくじ
当たり籖;あꜛたりꜜくじ
当たりくじ;あꜛたりくꜜじ
当たり籖;あꜛたりくꜜじ
当たり芸;あꜛたりꜜげ~い
当たり芸;あꜛたりげ~い
当たり障り;あꜛたりさわり
当たり散らす;あꜛたりちらꜜす
当たりどころ;あꜛたりどころ
当たり所;あꜛたりどころ
当たり年;あꜛたりどし
当たり年;あꜛたりꜜどし
当たり箱;あꜛたりばこ
当たり箱;あꜛたりꜜばこ
当たり外れ;あꜛたりはずれ
当たり外れ;あꜛたりはꜜずれ
当たり鉢;あꜛたりばち
当たり鉢;あꜛたりꜜばち
当り前;あꜛたりまえ
あたりめ;あꜛたりめ
当たり屋;あꜛたりや
当たり役;あꜛたりやく
当たる;あꜛたる
中たる;あꜛたる
アダルト;あꜛだꜜると
亜炭;ꜛあꜜたん
アチーブ;あꜛちꜜいぶ
彼方此方;あꜛち*ꜜこち
彼方此方;あꜛち*こꜜち
あちゃらか;あꜛちゃらか
あちゃらか芝居;あꜛちゃらかしꜜばい
あちゃら漬け;あꜛちゃらずけ
あちゃら漬け;あꜛちゃらづけ
彼方;あꜛちら
彼方;あꜛっちꜜ
